sampleid,oils,ketones,acetate,phenols,quantity0,soluble_mixture,length,maceration time,quantity1,ingredient1,ingredient0,soluble_components,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,quantity2,quantity3,quantity4,quantity5,quantity6,quantity7,quantity8,quantity9,quantity10,quantity11,quantity12,quantity13,quantity14,quantity15,quantity16,quantity17,PROPERTY:Diffusion Rate (10^6),PROPERTY: Staining Factor,PROPERTY: color wavelength,PROPERTY: color,PROPERTY: Survey Results
PER57-418,4,0,1,3,90.36,9.64,8,81,7.09,WATER,ETHYL ALCOHOL,2.55,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,ARNICA MONTANA FLOWER OIL,THYMUS SERPILLUM OIL,FOENICULUM VULGARE VULGARE FRUIT OIL,"3,5-DIMETHYLCYCLOHEXYLMETHYL ACETATE",SANTALOL,"2-HEXYL-1,3-DIOXANOL",2-METHYLBUTANE-2-THIOL,,,,,,,,,0.407741117,0.381852792,0.42715736,0.110025381,0.563071066,0.187690355,0.012944162,0.459517766,,,,,,,,,4430.12757,0.45,600.3312818,orange,92
PER96-357,7,0,0,2,90.35,9.65,9,29,7.09,WATER,ETHYL ALCOHOL,2.56,COMMIPHORA MYRRHA GUM OIL,CITRUS NOBILIS LEAF OIL,STYRAX BENZOIN RESIN OIL,CYMBOPOGON NARDUS HERB OIL,PIMENTA OFFICINALIS FRUIT OIL,ARNICA MONTANA FLOWER OIL,VERBENA OFFICINALIS LEAF RECTIFIED OIL,CARVACROL,BETA-METHYL-CYCLODODECANEETHANOL,,,,,,,,0.164571429,0.475428571,0.128,0.176761905,0.304761905,0.249904762,0.390095238,0.347428571,0.323047619,,,,,,,,4431.778049,0.33,600.3055,orange,32
PER74-326,5,3,1,3,90.33,9.67,12,12,7.1,WATER,ETHYL ALCOHOL,2.57,STYRAX TONKINENSIS RESIN OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,CITRUS NOBILIS LEAF OIL,THUJA PLICATA LEAF OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,ISOTRIDECYL ACETATE,2-HEPTYLCYCLOPENTANONE,PENTAMETHYL-CYCLOPENT-1-ENYL METHYL KETONE,GAMMA-CAPROLACTONE,TRIMETHYLTRICYCLODODECANOL,P-CRESOL,ISOBUTYL LINALOOL,,,,,0.098091603,0.243267176,0.117709924,0.364900763,0.129480916,0.031389313,0.102015267,0.349206107,0.329587786,0.278580153,0.31389313,0.211877863,,,,,4436.42,0.24,599.91,orange,21
PER1-478,5,2,2,1,90.33,9.67,10,72,7.1,WATER,ETHYL ALCOHOL,2.57,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,THYMUS SERPILLUM OIL,THUJOPSIS DOLABRATA LEAF OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,COMMIPHORA SCHIMPERI GUM OIL,P-TERT-BUTYLPHENYL ACETATE,10-UNDECENYL ACETATE,3-BUTYL-4-METHYLPHENYL METHYL KETONE,1-ACETONAPHTHONE,"2,3,6-TRIMETHYLPHENOL",,,,,,,0.040017301,0.422404844,0.440190311,0.146730104,0.324584775,0.208979239,0.293460208,0.044463668,0.231211073,0.417958478,,,,,,,4438.049208,0.31,599.820715,orange,23
PER49-2,3,0,2,2,90.3,9.7,7,74,7.12,WATER,ETHYL ALCOHOL,2.58,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,MELILOTUS OFFICINALIS HERB OIL,THYMUS SERPILLUM OIL,"2,4-HEXADIENYL ACETATE",METHYL-OCTAHYDRO-DIMETHYLAZULENYLETHYL ACETATE,BETA-PINEN-3-OL,METHYLOCTENOL,,,,,,,,,,0.165221675,0.152512315,0.01270936,1.004039409,0.597339901,0.266896552,0.381280788,,,,,,,,,,4445.677549,0.38,599.69,orange,68
PER100-251,7,1,1,0,90.26,9.74,9,7,7.15,WATER,ETHYL ALCOHOL,2.59,STYRAX BENZOIN RESIN OIL,ROSMARINUS OFFICINALIS FLOWER OIL,VITIS VINIFERA OIL,THUJOPSIS DOLABRATA LEAF OIL,PINUS PALUSTRIS TWIG LEAF OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,COMMIPHORA SCHIMPERI GUM OIL,5-MELOZOL ACETATE,"2,6-DIMETHYL-4-HEPTANONE",,,,,,,,0.355843478,0.274765217,0.2072,0.022521739,0.202695652,0.378365217,0.387373913,0.427913043,0.333321739,,,,,,,,4446.53,0.32,599.4904,orange,80
PER27-532,4,1,2,0,90.28,9.72,7,22,7.13,WATER,ETHYL ALCOHOL,2.59,COMMIPHORA SCHIMPERI GUM OIL,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,STYRAX TONKINENSIS RESIN OIL,STYRAX BENZOIN RESIN OIL,PROPYL ACETATE,ISOPROPYL PHENYLACETATE,DIMETHYLCYCLOHEXYL METHYL KETONE,,,,,,,,,,0.368878788,0.777,0.196212121,0.27469697,0.227606061,0.478757576,0.266848485,,,,,,,,,,4458.73,0.28,599.441,orange,21
PER40-3,2,2,2,4,90.19,9.81,10,38,7.19,WATER,ETHYL ALCOHOL,2.62,COMMIPHORA MYRRHA GUM OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,ISOPENTYL CYCLOHEXYL ACETATE,3-HEXENYL ACETATE,CARVONE,4-METHYL-4-PHENYL-2-PENTANONE,ISOPROPYLCYCLOHEXANOL,"ALPHA,ALPHA-DIMETHYL-VINYL-O-MENTHENEMETHANOL","2,6-DIMETHYL-4-HEPTANOL","6,8-DIMETHYL-2-NONANOL",,,,,,,0.362072937,0.030172745,0.296698656,0.040230326,0.160921305,0.346986564,0.427447217,0.462648752,0.271554702,0.221266795,,,,,,,4458.822,0.33,599.3821,orange,86
PER2-269,2,3,2,1,90.18,9.82,8,57,7.19,WATER,ETHYL ALCOHOL,2.63,CITRUS NOBILIS LEAF OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,TRANS-DIHYDROPSEUDOIONYL ACETATE,1-METHYLDECYL ACETATE,"3,4-DIHYDRO-6-METHYLNAPHTHALENONE",3-BUTENYL PHENYL KETONE,4-METHYL-4-PHENYL-2-PENTANONE,SANTALOL,,,,,,,,,0.290477612,0.33758209,0.023552239,0.478895522,0.683014925,0.361134328,0.054955224,0.40038806,,,,,,,,,4459.54,0.41,599.30629,orange,68
PER55-549,6,1,2,1,90.16,9.84,10,85,7.21,WATER,ETHYL ALCOHOL,2.63,ARNICA MONTANA FLOWER OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,EUCALYPTUS SPECIES LEAF OIL,ANETHUM SOWA SEED OIL,THYMUS SERPILLUM OIL,STYRAX BENZOIN RESIN OIL,LAURYL ACETATE,METHYLCYCLOHEXENYL-BUTENYL ACETATE,3-BUTYL-4-METHYLPHENYL METHYL KETONE,P-CRESOL,,,,,,,0.339131579,0.1315,0.041526316,0.117657895,0.3945,0.456789474,0.207631579,0.235315789,0.297605263,0.408342105,,,,,,,4460.3758,0.14,598.9565,orange,88
PER78-108,2,0,2,4,90.14,9.86,8,18,7.22,WATER,ETHYL ALCOHOL,2.64,PIMENTA OFFICINALIS FRUIT OIL,CYMBOPOGON NARDUS HERB OIL,BENZYL ACETATE,GAMMA-METHYLENEDIHYDROCINNAMYL ACETATE,GUAIACOL,DIMETHYLBENZYL CARBINOL,TRIMETHYL-2-CYCLOHEXENOL,2-O-CRESYLETHANOL,,,,,,,,,0.618947368,0.581052632,0.423157895,0.094736842,0.056842105,0.189473684,0.309473684,0.366315789,,,,,,,,,4463.075432,0.34,598.8,orange,39
PER88-616,2,3,0,1,90.14,9.86,6,68,7.22,WATER,ETHYL ALCOHOL,2.64,HELICHRYSUM STOECHAS FLOWER OIL,CYPERUS SCARIOSUS ROOT OIL,GAMMA-DODECALACTONE,4-METHYL-4-PHENYL-2-PENTANONE,CYCLOHEXYLCYCLOHEXANONE,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,,,,,,,,,,,0.583578947,0.236210526,0.326526316,0.618315789,0.479368421,0.396,,,,,,,,,,,4463.39745,0.52,598.6118163,orange,35
PER49-264,5,3,0,2,90.11,9.89,10,49,7.24,WATER,ETHYL ALCOHOL,2.65,THYMUS SERPILLUM OIL,LEVISTICUM OFFICINALE LEAF OIL,ARTEMISIA HERBA-ALBA HERB OIL,RAVENSARA AROMATICA TWIG OIL,LAVANDULA SPICA HERB OIL,PENTAMETHYL-CYCLOPENT-1-ENYL METHYL KETONE,"3,4-DIHYDRO-6-METHYLNAPHTHALENONE","METHYL 2,6,10-TRIMETHYLCYCLODODECA-2,5,9-TRIENYL KETONE","2,3,6-TRIMETHYLPHENOL",3-ETHYLPHENOL,,,,,,,0.394397993,0.239297659,0.372240803,0.407692308,0.088628763,0.155100334,0.252591973,0.310200669,0.314632107,0.115217391,,,,,,,4468.26514,0.2,598.529,orange,73
PER96-569,2,3,0,2,90.09,9.91,7,26,7.25,WATER,ETHYL ALCOHOL,2.66,THUJA OCCIDENTALIS STEM OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,BUTYROPHENONE,"2,6-DIMETHYL-4-HEPTANONE","3,4-DIHYDRO-8-METHYLNAPHTHALENONE",2-DODECENOL,AMYL ALCOHOL,,,,,,,,,,0.07563981,0.163886256,0.138672986,0.832037915,0.567298578,0.088246445,0.794218009,,,,,,,,,,4485.283006,0.2,598.491,orange,34
PER4-215,7,1,0,0,90.1,9.9,8,52,7.24,WATER,ETHYL ALCOHOL,2.66,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,SANTALUM SPICATA WOOD OIL,COMMIPHORA ABYSSINICA GUM OIL,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,CITRUS NOBILIS LEAF OIL,PELARGONIUM CRISPUM LEAF OIL,ISOPROPYL-METHYLBICYCLOHEXANONE,,,,,,,,,0.400127119,0.388855932,0.090169492,0.422669492,0.428305085,0.31559322,0.512838983,0.101440678,,,,,,,,,4486.96824,0.32,598.3846119,orange,85
PER86-20,6,2,2,3,90.08,9.92,13,53,7.25,WATER,ETHYL ALCOHOL,2.67,JUNIPERUS MEXICANA WOOD OIL,PINUS MUGO PUMILIO TWIG LEAF OIL,ANETHUM SOWA SEED OIL,RAVENSARA AROMATICA TWIG OIL,PELARGONIUM CRISPUM LEAF OIL,TRIGONELLA FOENUM-GRAECUM SEED OIL,PROPYL ACETATE,M-TOLYL PHENYLACETATE,METHYLHEPTENONE ISOMERS,DIHYDROCARVONE,DIPROPYLENE GLYCOL,2-HEXENOL,METHOXY-METHYLBUTANETHIOL,,,,0.243557583,0.188757127,0.170490308,0.118734322,0.167445838,0.222246294,0.298358039,0.231379704,0.210068415,0.191801596,0.28313569,0.130912201,0.213112885,,,,4489.766692,0.37,598.001275,orange,49
PER100-194,6,0,0,2,89.97,10.03,8,64,7.32,WATER,ETHYL ALCOHOL,2.71,CITRUS PARADISI M. PEEL OIL EXPRESSED,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,CITRUS NOBILIS LEAF OIL,ROSMARINUS OFFICINALIS FLOWER OIL,CITRUS AURANTIUM LEAF OIL,VITIS VINIFERA OIL,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,SANTALOL,,,,,,,,,0.108835341,0.565943775,0.174136546,0.696546185,0.18502008,0.620361446,0.021767068,0.337389558,,,,,,,,,4497.472,0.35,597.77,orange,95
PER2-415,7,3,2,2,89.91,10.09,14,25,7.36,WATER,ETHYL ALCOHOL,2.73,FOENICULUM VULGARE VULGARE FRUIT OIL,IRIS PALLIDA ROOT OIL,ORMENIS MULTICAULIS FLOWER OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,MYROCARPUS FRONDOSUS WOOD OIL,STYRAX BENZOIN RESIN OIL,THYMUS SERPILLUM OIL,P-TOLYL PHENYLACETATE,GAMMA-METHYLENEDIHYDROCINNAMYL ACETATE,CYCLOHEXYLIDENECYCLOHEXANONE,NEOHESPERIDIN DIHYDROCHALCONE,TRANS-ROSE KETONE-5,P-CRESOL,2-DODECENOL,,,0.172131148,0.182459016,0.099836066,0.227213115,0.134262295,0.068852459,0.309836066,0.254754098,0.30295082,0.158360656,0.275409836,0.203114754,0.247868852,0.09295082,,,4497.649747,0.3,597.72872,orange,35
PER2-559,7,3,1,4,89.91,10.09,15,78,7.36,WATER,ETHYL ALCOHOL,2.73,EUCALYPTUS SMITHII LEAF OIL,CYMBOPOGON NARDUS HERB OIL,MYROCARPUS FRONDOSUS WOOD OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,CITRUS NOBILIS LEAF OIL,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,STYRAX BENZOIN RESIN OIL,DIMETHYL-5-HEXENYL ACETATE,TRANS-5-METHYL-2-HEPTEN-4-ONE,ETHYL PROPYL KETONE,BUTYROPHENONE,ISOBUTYL LINALOOL,FARNESOL,"ALPHA,ALPHA-DIMETHYL-VINYL-O-MENTHENEMETHANOL",4-METHYLPENTAN-2-OL,,0.297259074,0.314342929,0.310926158,0.167421777,0.304092616,0.14350438,0.150337922,0.215256571,0.017083855,0.1059199,0.078585732,0.232340426,0.146921151,0.041001252,0.205006258,,4507.515,0.33,597.4457863,orange,33
PER27-384,5,3,1,0,89.84,10.16,9,78,7.4,WATER,ETHYL ALCOHOL,2.76,THUJA PLICATA LEAF OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,EUCALYPTUS SMITHII LEAF OIL,COMMIPHORA ABYSSINICA GUM OIL,ARNICA MONTANA FLOWER OIL,CYCLOHEXYL CYCLOPENTENEACETATE,AMYLCYCLOPENTANONE,METHYL THIAZOLYL KETONE,4-METHYLPENT-3-EN-2-ONE,,,,,,,,0.077830803,0.401127983,0.365206074,0.257440347,0.107765727,0.239479393,0.341258134,0.425075922,0.544815618,,,,,,,,4514.19,0.32,596.819,orange,71
PER86-145,2,0,1,2,89.85,10.15,5,27,7.39,WATER,ETHYL ALCOHOL,2.76,PELARGONIUM CRISPUM LEAF OIL,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,CIS-3-HEPTENYL ACETATE,3-ETHYLPHENOL,GUAIACOL,,,,,,,,,,,,0.886153846,0.092307692,0.101538462,0.766153846,0.913846154,,,,,,,,,,,,4519.132,0.29,596.6089883,orange,74
PER2-581,7,1,0,4,89.85,10.15,12,67,7.39,WATER,ETHYL ALCOHOL,2.76,FOENICULUM VULGARE VULGARE FRUIT OIL,ANETHUM SOWA SEED OIL,MELILOTUS OFFICINALIS HERB OIL,EUCALYPTUS SPECIES LEAF OIL,ROSMARINUS OFFICINALIS FLOWER OIL,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,CITRUS AURANTIUM LEAF OIL,GAMMA-DODECALACTONE,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,P-CRESOL,ISOPROPYLCYCLOHEXANOL,DIMETHYLBENZYL CARBINOL,,,,,0.108512821,0.117948718,0.254769231,0.358564103,0.089641026,0.467076923,0.33025641,0.051897436,0.028307692,0.438769231,0.226461538,0.287794872,,,,,4519.1974,0.37,596.5663,orange,20
PER48-93,3,2,2,0,89.79,10.21,7,16,7.43,WATER,ETHYL ALCOHOL,2.78,ROSMARINUS OFFICINALIS FLOWER OIL,ORMENIS MULTICAULIS FLOWER OIL,COMMIPHORA SCHIMPERI GUM OIL,A-TERPINYL ACETATE,"2,4-HEXADIENYL ACETATE",BUTYLOXEPANONE,1-ACETONAPHTHONE,,,,,,,,,,0.637452229,0.38955414,0.699426752,0.008853503,0.106242038,0.566624204,0.371847134,,,,,,,,,,4520.309,0.42,596.391215,orange,36
PER37-241,4,2,0,1,89.79,10.21,7,52,7.43,WATER,ETHYL ALCOHOL,2.78,PELARGONIUM CRISPUM LEAF OIL,ROSMARINUS OFFICINALIS FLOWER OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,CITRUS PARADISI M. PEEL OIL EXPRESSED,"6-ETHYLIDENEOCTAHYDRO-5,8-METHANO-2H-1-BENZOPYRAN-2-ONE",HYDROXYCITRONELLAL DIMETHYL ACETAL,DIMETHYLPHENYL CARBINOL,,,,,,,,,,0.0556,0.796933333,0.203866667,0.5282,0.370666667,0.009266667,0.815466667,,,,,,,,,,4520.31401,0.53,596.0053963,orange,22
PER34-617,2,2,0,0,89.73,10.27,4,38,7.46,WATER,ETHYL ALCOHOL,2.81,ARTEMISIA HERBA-ALBA HERB OIL,LEVISTICUM OFFICINALE LEAF OIL,DIMETHYLCYCLOHEXENYL TERT-BUTYL KETONE,3-BUTYL-4-METHYLPHENYL METHYL KETONE,,,,,,,,,,,,,0.664605809,0.792863071,0.851161826,0.501369295,,,,,,,,,,,,,4523.197578,0.4,595.8443,orange,25
PER65-285,3,1,2,1,89.66,10.34,7,58,7.51,WATER,ETHYL ALCOHOL,2.83,ARNICA MONTANA FLOWER OIL,COMMIPHORA MYRRHA GUM OIL,TRIGONELLA FOENUM-GRAECUM SEED OIL,P-TOLYL PHENYLACETATE,M-TOLYL PHENYLACETATE,2-HEPTYLCYCLOPENTANONE,D-TRIMETHYL-3-CYCLOHEXENE-1-METHANOL,,,,,,,,,,0.061521739,0.625471014,0.164057971,0.861304348,0.25634058,0.574202899,0.287101449,,,,,,,,,,4527.825383,0.42,595.7863369,orange,24
PER4-132,3,3,1,0,89.64,10.36,7,55,7.52,WATER,ETHYL ALCOHOL,2.84,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,COMMIPHORA ABYSSINICA GUM OIL,ARTEMISIA HERBA-ALBA HERB OIL,1-METHYLDECYL ACETATE,2-HEPTYLCYCLOPENTANONE,4-METHYLPENT-3-EN-2-ONE,METHYL THIAZOLYL KETONE,,,,,,,,,,0.194077449,0.381685649,0.407562642,0.239362187,0.575763098,0.426970387,0.614578588,,,,,,,,,,4546.219828,0.25,595.774,orange,61
PER91-605,4,2,1,0,89.54,10.46,7,53,7.58,WATER,ETHYL ALCOHOL,2.88,FOENICULUM VULGARE VULGARE FRUIT OIL,CYMBOPOGON NARDUS HERB OIL,THUJA OCCIDENTALIS STEM OIL,THYMUS SERPILLUM OIL,DIMETHYL PHENYLETHYL CARBINYL ACETATE,METHYL THIAZOLYL KETONE,DIMETHYLCYCLOHEXENYL TERT-BUTYL KETONE,,,,,,,,,,0.440816327,0.367346939,0.60244898,0.271836735,0.345306122,0.653877551,0.198367347,,,,,,,,,,4552.29,0.29,595.6234357,orange,40
PER62-582,3,0,0,1,89.5,10.5,4,12,7.6,WATER,ETHYL ALCOHOL,2.9,JUNIPERUS MEXICANA WOOD OIL,EUCALYPTUS SMITHII LEAF OIL,SANTALUM SPICATA WOOD OIL,2-METHYLBUTANE-2-THIOL,,,,,,,,,,,,,0.367248908,1.139737991,0.747161572,0.645851528,,,,,,,,,,,,,4557.7714,0.25,595.60243,orange,64
PER28-600,7,0,0,1,89.46,10.54,8,45,7.63,WATER,ETHYL ALCOHOL,2.91,SANTALUM SPICATA WOOD OIL,PELARGONIUM CRISPUM LEAF OIL,CITRUS NOBILIS LEAF OIL,ARNICA MONTANA FLOWER OIL,RAVENSARA AROMATICA TWIG OIL,EUCALYPTUS SPECIES LEAF OIL,COMMIPHORA ABYSSINICA GUM OIL,P-CRESOL,,,,,,,,,0.298229814,0.402158385,0.375046584,0.257562112,0.438307453,0.366009317,0.442826087,0.329860248,,,,,,,,,4560.85,0.46,595.527,orange,78
PER99-619,3,0,1,0,89.41,10.59,4,49,7.65,WATER,ETHYL ALCOHOL,2.94,STYRAX TONKINENSIS RESIN OIL,JUNIPERUS MEXICANA WOOD OIL,ROSMARINUS OFFICINALIS FLOWER OIL,RHODINYL ACETATE,,,,,,,,,,,,,1.04080292,0.611605839,0.708175182,0.579416058,,,,,,,,,,,,,4567.75075,0.33,595.239625,orange,29
PER67-436,7,1,2,4,89.32,10.68,14,66,7.71,WATER,ETHYL ALCOHOL,2.97,STYRAX TONKINENSIS RESIN OIL,COMMIPHORA SCHIMPERI GUM OIL,RAVENSARA AROMATICA TWIG OIL,PIMENTA OFFICINALIS FRUIT OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,LAVANDULA SPICA HERB OIL,TETRAHYDROMUGYL ACETATE,ISOPROPYL-METHYLHEXENYL ACETATE,METHYL THIAZOLYL KETONE,4-METHYLPENTAN-2-OL,METHYLOCTENOL,2-METHYLFURAN-3-THIOL,2-METHYLBUTANE-2-THIOL,,,0.275674256,0.020805604,0.09882662,0.452521891,0.421313485,0.036409807,0.286077058,0.213257443,0.488931699,0.083222417,0.052014011,0.353695271,0.140437828,0.046812609,,,4574.868,0.4,594.8415097,orange,30
PER63-562,6,0,2,3,89.3,10.7,11,73,7.72,WATER,ETHYL ALCOHOL,2.98,CYPERUS SCARIOSUS ROOT OIL,CITRUS AURANTIUM LEAF OIL,TRIGONELLA FOENUM-GRAECUM SEED OIL,LEVISTICUM OFFICINALE LEAF OIL,STYRAX TONKINENSIS RESIN OIL,VITIS VINIFERA OIL,5-MELOZOL ACETATE,HEXYL ACETATE,CARVACROL,BETA-PINEN-3-OL,TETRAMETHYL-4-METHYLENE-2-HEPTANOL,,,,,,0.259435294,0.3576,0.049082353,0.343576471,0.161270588,0.336564706,0.210352941,0.392658824,0.063105882,0.273458824,0.532894118,,,,,,4578.8139,0.29,594.39,orange,31
PER34-524,4,0,0,4,89.28,10.72,8,19,7.73,WATER,ETHYL ALCOHOL,2.99,THUJA OCCIDENTALIS STEM OIL,PINUS MUGO PUMILIO TWIG LEAF OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,CITRUS PARADISI M. PEEL OIL EXPRESSED,CARVACROL,ISOBUTYL LINALOOL,PENTAMETHYLCYCLOHEXANEPROPANOL,"2,3,6-TRIMETHYLPHENOL",,,,,,,,,0.534796748,0.425406504,0.577337398,0.510487805,0.395020325,0.079004065,0.255243902,0.212703252,,,,,,,,,4578.85403,0.4,594.32,orange,21
PER57-299,2,1,1,4,89.28,10.72,8,67,7.73,WATER,ETHYL ALCOHOL,2.99,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,JUNIPERUS MEXICANA WOOD OIL,ISOPROPYL PHENYLACETATE,TRANS-5-OCTENONE,"6,8-DIMETHYL-2-NONANOL",2-HEXENOL,TRIMETHYLTRICYCLODODECANOL,METHOXY-METHYLBUTANETHIOL,,,,,,,,,0.032411924,0.31601626,0.307913279,0.615826558,0.63203252,0.194471545,0.39704607,0.494281843,,,,,,,,,4579.55531,0.32,594.0595837,orange,23
PER76-604,3,0,2,3,89.25,10.75,8,33,7.75,WATER,ETHYL ALCOHOL,3,PINUS PALUSTRIS TWIG LEAF OIL,EUCALYPTUS SMITHII LEAF OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,5-MELOZOL ACETATE,GAMMA-METHYLENEDIHYDROCINNAMYL ACETATE,2-HEXENOL,PENTAMETHYLCYCLOHEXANEPROPANOL,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,,,,,,,,,0.016393443,0.147540984,0.581967213,0.598360656,0.631147541,0.163934426,0.360655738,0.5,,,,,,,,,4580.33955,0.38,593.85,orange,91
PER12-503,5,3,1,0,89.2,10.8,9,8,7.78,WATER,ETHYL ALCOHOL,3.02,STYRAX TONKINENSIS RESIN OIL,ARNICA MONTANA FLOWER OIL,CITRUS NOBILIS LEAF OIL,CYPERUS SCARIOSUS ROOT OIL,COMMIPHORA ABYSSINICA GUM OIL,HEXYL ACETATE,"3,4-DIHYDRO-8-METHYLNAPHTHALENONE",METHYLHEPTENONE ISOMERS,ETHYL PROPYL KETONE,,,,,,,,0.614362745,0.488529412,0.111029412,0.081421569,0.199852941,0.555147059,0.703186275,0.103627451,0.162843137,,,,,,,,4582.307699,0.43,593.646,orange,49
PER11-366,6,2,0,3,89.19,10.81,11,32,7.79,WATER,ETHYL ALCOHOL,3.02,EUCALYPTUS SMITHII LEAF OIL,COMMIPHORA MYRRHA GUM OIL,ORMENIS MULTICAULIS FLOWER OIL,VITIS VINIFERA OIL,PINUS PALUSTRIS TWIG LEAF OIL,BAROSMA BETULINA LEAF OIL,GAMMA-DODECALACTONE,DIMETHYLCYCLOHEXENYL TERT-BUTYL KETONE,ISOBUTYL LINALOOL,METHOXY-METHYLBUTANETHIOL,"2,6-DIMETHYL-4-HEPTANOL",,,,,,0.147317073,0.204607046,0.073658537,0.155501355,0.613821138,0.294634146,0.319186992,0.671111111,0.360108401,0.114579946,0.065474255,,,,,,4582.54,0.24,593.59,orange,37
PER12-36,7,1,0,4,89.15,10.85,12,83,7.81,WATER,ETHYL ALCOHOL,3.04,ROSMARINUS OFFICINALIS FLOWER OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,COMMIPHORA ABYSSINICA GUM OIL,CINNAMOMUM CAMPHORA FORMOSANA LEAF OIL RECTIFIED,BAROSMA BETULINA LEAF OIL,PIMENTA OFFICINALIS FRUIT OIL,LEVISTICUM OFFICINALE LEAF OIL,"METHYL 2,6,10-TRIMETHYLCYCLODODECA-2,5,9-TRIENYL KETONE",ISOBUTYL LINALOOL,CITROL,METHOXY-METHYLBUTANETHIOL,2-METHYLBUTANE-2-THIOL,,,,,0.338314785,0.275484897,0.459141494,0.125659777,0.115993641,0.23682035,0.256152623,0.043497615,0.173990461,0.372146264,0.188489666,0.454308426,,,,,4612.917,0.55,593.290225,orange,46
PER100-205,3,3,0,4,89.12,10.88,10,65,7.83,WATER,ETHYL ALCOHOL,3.05,PELARGONIUM CRISPUM LEAF OIL,FOENICULUM VULGARE VULGARE FRUIT OIL,HELICHRYSUM STOECHAS FLOWER OIL,TRANS-ROSE KETONE-5,METHYL THIAZOLYL KETONE,BUTYROPHENONE,2-DODECENOL,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,2-METHYLBUTANE-2-THIOL,SANTALOL,,,,,,,0.146187364,0.305664488,0.651198257,0.465141612,0.239215686,0.219281046,0.318954248,0.644553377,0.039869281,0.019934641,,,,,,,4617.35583,0.51,593.03,orange,35
PER86-350,6,2,1,1,89.05,10.95,10,68,7.87,WATER,ETHYL ALCOHOL,3.08,PIMENTA OFFICINALIS FRUIT OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,CYPERUS SCARIOSUS ROOT OIL,BAROSMA BETULINA LEAF OIL,VERBENA OFFICINALIS LEAF RECTIFIED OIL,ETHYL MYRISTATE,3-BUTENYL PHENYL KETONE,DIMETHYLCYCLOHEXENYL TERT-BUTYL KETONE,DIMETHYLBENZYL CARBINOL,,,,,,,0.301304348,0.562434783,0.361565217,0.448608696,0.194173913,0.254434783,0.629391304,0.160695652,0.080347826,0.087043478,,,,,,,4621.432,0.57,592.9145,orange,48
PER22-555,4,1,1,1,89.02,10.98,7,39,7.89,WATER,ETHYL ALCOHOL,3.09,THUJOPSIS DOLABRATA LEAF OIL,EUCALYPTUS SMITHII LEAF OIL,THYMUS SERPILLUM OIL,ARTEMISIA HERBA-ALBA HERB OIL,5-MELOZOL ACETATE,GAMMA-NONALACTONE,PINACOL,,,,,,,,,,0.298344828,0.26637931,0.490137931,0.809793103,0.063931034,0.330310345,0.831103448,,,,,,,,,,4627.274713,0.4,592.8296793,orange,22
